user_id,author,linkOfAuthorProfile,desc,followers
praneethguduguntla,Praneeth Guduguntla,https://towardsdatascience.com/@praneethguduguntla?source=collection_archive---------20-----------------------,"Technical Writer @ Audo Ai. Studying CS @ UIUC. I love to code, design, and create. Connect with me at ",0
thivi,Theviyanthan Krishnamohan,https://towardsdatascience.com/@thivi?source=collection_archive---------19-----------------------,,0
nburbank,Noah Burbank,https://towardsdatascience.com/@nburbank?source=collection_archive---------4-----------------------,"I’m a Principal Data Scientist at Salesforce. I studied philosophy (BA) and engineering (PhD) at Stanford. I like data, literature, and painting.",172
greggsaldutti-jr,Gregg Saldutti,https://towardsdatascience.com/@greggsaldutti-jr?source=collection_archive---------29-----------------------,,0
borja-munoz,Borja Muñoz,https://towardsdatascience.com/@borja-munoz?source=collection_archive---------31-----------------------,,0
amel-nozieres,Amal Laouaj Nozieres,https://towardsdatascience.com/@amel-nozieres?source=collection_archive---------5-----------------------,,22
fede-bianchi,Federico Bianchi,https://towardsdatascience.com/@fede-bianchi?source=collection_archive---------18-----------------------,,0
dmccreary,Dan McCreary,https://towardsdatascience.com/@dmccreary?source=collection_archive---------13-----------------------,,0
dkfurrow,Dale Furrow,https://towardsdatascience.com/@dkfurrow?source=collection_archive---------36-----------------------,,0
stephen.ofarrell,Stephen O' Farrell,https://towardsdatascience.com/@stephen.ofarrell?source=collection_archive---------31-----------------------,Data Scientist at HousingAnywhere,1
kcalizadeh,Kourosh Alizadeh,https://towardsdatascience.com/@kcalizadeh?source=collection_archive---------13-----------------------,,0
simon_20441,Simon Carter,https://towardsdatascience.com/@simon_20441?source=collection_archive---------24-----------------------,Co-founder of SmartUi Group | Thought leader in Business Process Automation | Driving growth and CEX through efficiency,3
barrettstuddard,Barrett Studdard,https://towardsdatascience.com/@barrettstuddard?source=collection_archive---------20-----------------------,,0
benchugg,Ben Chugg,https://towardsdatascience.com/@benchugg?source=collection_archive---------5-----------------------,"Research fellow at Stanford University, co-host of the Increments podcast. More nonsense at ",0
gregpernicano,Gregory Pernicano,https://towardsdatascience.com/@gregpernicano?source=collection_archive---------21-----------------------,,0
silent-code,Tim Josserand,https://towardsdatascience.com/@silent-code?source=collection_archive---------20-----------------------,PhD Engineer and ML/AI enthusiast with 22 years experience in research and design of robotic underwater systems.,8
limiao,Li Miao,https://towardsdatascience.com/@limiao?source=collection_archive---------2-----------------------,,0
arritmic,Tino Álvarez,https://towardsdatascience.com/@arritmic?source=collection_archive---------23-----------------------,,0
yunusemrahbulut,Yunus Emrah Bulut,https://towardsdatascience.com/@yunusemrahbulut?source=collection_archive---------9-----------------------,"Data Science, trustworthy AI and ML security. Affiliated with KIT. Co-author of the books ""AI for Data Science"" and “Data Scientist Bedside Manner”.",299
jakeatkinson,Jake Atkinson,https://towardsdatascience.com/@jakeatkinson?source=collection_archive---------20-----------------------,,0
Karlo_Leskovar,Karlo Leskovar,https://towardsdatascience.com/@Karlo_Leskovar?source=collection_archive---------35-----------------------,PhD student → Hydrology & Deep Learning. Teaching and Research Assistant at University of Zagreb.,0
m-saldana,Miguel Saldana,https://towardsdatascience.com/@m-saldana?source=collection_archive---------25-----------------------,,0
filippovalle,Filippo Valle,https://towardsdatascience.com/@filippovalle?source=collection_archive---------36-----------------------,,0
israelps,Israel Siqueira,https://towardsdatascience.com/@israelps?source=collection_archive---------23-----------------------,,0
mihelic,J Edgar Mihelic,https://towardsdatascience.com/@mihelic?source=collection_archive---------25-----------------------,,0
sbiham,Sivan Biham,https://towardsdatascience.com/@sbiham?source=collection_archive---------19-----------------------,Computer Vision and Machine Learning researcher,14
duncan-wang,Duncan Wang,https://towardsdatascience.com/@duncan-wang?source=collection_archive---------12-----------------------,,0
guillaume-weingertner,Guillaume Weingertner,https://towardsdatascience.com/@guillaume-weingertner?source=collection_archive---------38-----------------------,,0
sheldonsebastian94,Sheldon Sebastian,https://towardsdatascience.com/@sheldonsebastian94?source=collection_archive---------29-----------------------,,0
maryalfheim,Mary Alfheim,https://towardsdatascience.com/@maryalfheim?source=collection_archive---------26-----------------------,,0
yann.golhen,Yann Golhen,https://towardsdatascience.com/@yann.golhen?source=collection_archive---------37-----------------------,Lead Data Scientist — MAIF,0
aditya-pat10,Aditya Patkar,https://towardsdatascience.com/@aditya-pat10?source=collection_archive---------14-----------------------,,0
martonmesz,Marton Meszaros,https://towardsdatascience.com/@martonmesz?source=collection_archive---------39-----------------------,,0
iianderson,Robbie Anderson,https://towardsdatascience.com/@iianderson?source=collection_archive---------30-----------------------,,0
rikjongerius,Rik Jongerius,https://towardsdatascience.com/@rikjongerius?source=collection_archive---------16-----------------------,,0
nankarstad,Nicklas Ankarstad,https://towardsdatascience.com/@nankarstad?source=collection_archive---------31-----------------------,,0
andersborges,Anders Borges,https://towardsdatascience.com/@andersborges?source=collection_archive---------29-----------------------,,0
joyceannie111,Joyce Annie George,https://towardsdatascience.com/@joyceannie111?source=collection_archive---------41-----------------------,"MS, CS, Santa Clara University. Passionate about data collection, analysis and visualization. ",30
argyrios-68174,Argyrios Kyrgiazos,https://towardsdatascience.com/@argyrios-68174?source=collection_archive---------33-----------------------,,0
itai_88363,Itai Bar Sinai,https://towardsdatascience.com/@itai_88363?source=collection_archive---------30-----------------------,Co-Founder and CPO at Mona Labs. Monitoring AI systems for drifts/biases/data integrity issues. ,17
elena.samuylova,Elena Samuylova,https://towardsdatascience.com/@elena.samuylova?source=collection_archive---------31-----------------------,Co-founder and CEO Evidently AI. Building open-source tools to analyze and monitor machine learning models.,349
felipe-p-adachi,Felipe de Pontes Adachi,https://towardsdatascience.com/@felipe-p-adachi?source=collection_archive---------42-----------------------,,0
ame48,Amr Ebied,https://towardsdatascience.com/@ame48?source=collection_archive---------23-----------------------,,0
majumdarabhishek92,Abhishek Majumdar,https://towardsdatascience.com/@majumdarabhishek92?source=collection_archive---------12-----------------------,,0
henrikskogstrom,Henrik Skogström,https://towardsdatascience.com/@henrikskogstrom?source=collection_archive---------42-----------------------,,0
kieran-95138,Kieran,https://towardsdatascience.com/@kieran-95138?source=collection_archive---------43-----------------------,,0
ajuliang94,Julian Gomez,https://towardsdatascience.com/@ajuliang94?source=collection_archive---------34-----------------------,,0
imriparan,Imri Paran,https://towardsdatascience.com/@imriparan?source=collection_archive---------35-----------------------,,9
spencer-hayes,Spencer Hayes,https://towardsdatascience.com/@spencer-hayes?source=collection_archive---------15-----------------------,,0
vinimo,Vinicius Monteiro,https://towardsdatascience.com/@vinimo?source=collection_archive---------36-----------------------,,0
leehanjin,Jonathan Lee,https://towardsdatascience.com/@leehanjin?source=collection_archive---------37-----------------------,,0
sajivshah,Sajiv Shah,https://towardsdatascience.com/@sajivshah?source=collection_archive---------38-----------------------,,0
simon-j-preis,Simon J. Preis,https://towardsdatascience.com/@simon-j-preis?source=collection_archive---------39-----------------------,Engineering Program Manager in the Semiconductor Industry | Ph.D. in Technical and Applied Computing | Strong background in Data Management and Digital Manufacturing,3
manfred.james,Manfred James,https://towardsdatascience.com/@manfred.james?source=collection_archive---------36-----------------------,"I like to think, write and tell stories (not necessarily in that order). Beatles fan | Aspiring writer | Coca-cola drinker | Time machines chaser | Engineer |",0
yesideokelana,Yeside Okelana,https://towardsdatascience.com/@yesideokelana?source=collection_archive---------37-----------------------,"Data Analytics | Python, SQL, Tableau",6
julius-giron,Julius Giron,https://towardsdatascience.com/@julius-giron?source=collection_archive---------41-----------------------,,0
cheongweisi,Cheong Wei Si,https://towardsdatascience.com/@cheongweisi?source=collection_archive---------50-----------------------,,0
fabio-a-oliveira,Fabio Oliveira,https://towardsdatascience.com/@fabio-a-oliveira?source=collection_archive---------51-----------------------,,0
williaminfante,William Infante,https://towardsdatascience.com/@williaminfante?source=collection_archive---------24-----------------------,,0
guildupont,Guillaume Dupont,https://towardsdatascience.com/@guildupont?source=collection_archive---------29-----------------------,Principal Architect in the airline industry. Digital Transformation consultant. Microsoft Azure certified architect.,1
py_einblick,Paul Yang @ Einblick Analytics,https://towardsdatascience.com/@py_einblick?source=collection_archive---------53-----------------------,Building the world’s first visual data computing platform to democratize analytics.,0
cannydatascience,Giuseppe Pio Cannata,https://towardsdatascience.com/@cannydatascience?source=collection_archive---------25-----------------------,,0
fyi.oamd,Antonieta Mastrogiuseppe,https://towardsdatascience.com/@fyi.oamd?source=collection_archive---------33-----------------------,Econometrician,2
sabitololade,Sabit Ololade,https://towardsdatascience.com/@sabitololade?source=collection_archive---------44-----------------------,,0
jchenmmm,John Chen (Yueh-Han),https://towardsdatascience.com/@jchenmmm?source=collection_archive---------35-----------------------,,0
jeanvoigt,Jean Voigt,https://towardsdatascience.com/@jeanvoigt?source=collection_archive---------38-----------------------,,0
jarihant130,Arihant Jain,https://towardsdatascience.com/@jarihant130?source=collection_archive---------40-----------------------,,0
mlpractitioner,Peng Yan,https://towardsdatascience.com/@mlpractitioner?source=collection_archive---------36-----------------------,,0
ayodeleodubela,Ayodele Odubela,https://towardsdatascience.com/@ayodeleodubela?source=collection_archive---------42-----------------------,,0
claudiomj8,Claudio Jardim,https://towardsdatascience.com/@claudiomj8?source=collection_archive---------39-----------------------,,0
scfiene,Scott Fiene,https://towardsdatascience.com/@scfiene?source=collection_archive---------40-----------------------,,0
metamutator,Akshay Regulagedda,https://towardsdatascience.com/@metamutator?source=collection_archive---------42-----------------------,,0
stumpfkevin,Kevin Stumpf,https://towardsdatascience.com/@stumpfkevin?source=collection_archive---------38-----------------------,,0
philip-wilkinson,Philip Wilkinson,https://towardsdatascience.com/@philip-wilkinson?source=collection_archive---------39-----------------------,,0
patrickisnorman,Patrick Norman,https://towardsdatascience.com/@patrickisnorman?source=collection_archive---------44-----------------------,Data scientist passionate about ecology and modeling complex systems.,0
bigdataengr,Eriks Dombrovskis,https://towardsdatascience.com/@bigdataengr?source=collection_archive---------46-----------------------,,0
btezcan,Berke Tezcan,https://towardsdatascience.com/@btezcan?source=collection_archive---------47-----------------------,,0
hasan-suzen,Hasan Suzen,https://towardsdatascience.com/@hasan-suzen?source=collection_archive---------45-----------------------,,0
prateek-bhatnagar89,Prateek Bhatnagar,https://towardsdatascience.com/@prateek-bhatnagar89?source=collection_archive---------1-----------------------,,0
cath709,Catherine Lalanne,https://towardsdatascience.com/@cath709?source=collection_archive---------8-----------------------,,0
rajkifranciska,Franciska Rajki,https://towardsdatascience.com/@rajkifranciska?source=collection_archive---------3-----------------------,,0
hdcouture,Heather Couture,https://towardsdatascience.com/@hdcouture?source=collection_archive---------5-----------------------,"Machine Learning Consultant & Researcher, Pixel Scientia Labs | Fighting cancer & climate change by distilling the latest AI research",60
jmushailov,Joseph (Iosif) Mushailov,https://towardsdatascience.com/@jmushailov?source=collection_archive---------5-----------------------,,0
cristianesilva_10348,Cristiane Silva,https://towardsdatascience.com/@cristianesilva_10348?source=collection_archive---------14-----------------------,Data Scientist — Contributing codes to the community ,0
htahir1,Hamza Tahir,https://towardsdatascience.com/@htahir1?source=collection_archive---------8-----------------------,,0
neil-ian-sinclair,Neil Sinclair,https://towardsdatascience.com/@neil-ian-sinclair?source=collection_archive---------2-----------------------,,0
shen_yi_hong,Shen Yi Hong,https://towardsdatascience.com/@shen_yi_hong?source=collection_archive---------12-----------------------,i am a slave to premature optimization | LinkedIn is also the new Facebook ,0
christopherkindl,Christopher Kindl,https://towardsdatascience.com/@christopherkindl?source=collection_archive---------10-----------------------,Data Science @ Accenture,39
abhibhav,Abhibhav Sharma,https://towardsdatascience.com/@abhibhav?source=collection_archive---------9-----------------------,,0
ksvmuralidhar,KSV Muralidhar,https://towardsdatascience.com/@ksvmuralidhar?source=collection_archive---------4-----------------------,,0
leo-godin,Leo Godin,https://towardsdatascience.com/@leo-godin?source=collection_archive---------14-----------------------,,0
oguzhan.yediel,Oğuzhan Yediel,https://towardsdatascience.com/@oguzhan.yediel?source=collection_archive---------10-----------------------,Data Scientist // ,0
davidyastremsky,David Yastremsky,https://towardsdatascience.com/@davidyastremsky?source=collection_archive---------20-----------------------,Technologist. Dreamer. Innovator.,37
nikolay-gan,Nikolay Ganyushkin,https://towardsdatascience.com/@nikolay-gan?source=collection_archive---------21-----------------------,,0
bassel-karami,Bassel Karami,https://towardsdatascience.com/@bassel-karami?source=collection_archive---------17-----------------------,,0
huajing-shi,Huajing Shi,https://towardsdatascience.com/@huajing-shi?source=collection_archive---------2-----------------------,,0
shyamdsundar,Shyam Sundar Dhanabalan,https://towardsdatascience.com/@shyamdsundar?source=collection_archive---------3-----------------------,,0
yennie.jun,Yennie Jun,https://towardsdatascience.com/@yennie.jun?source=collection_archive---------16-----------------------,writer | technologist | seeking to capture the beautiful complexities of life,184
shreyas-ms,Shreyas M S,https://towardsdatascience.com/@shreyas-ms?source=collection_archive---------4-----------------------,,0
k-h-kramp,Kelvin Kramp,https://towardsdatascience.com/@k-h-kramp?source=collection_archive---------6-----------------------,"MD, PhD. Let’s bring health and tech together.",29
jamesasher4994,James Asher,https://towardsdatascience.com/@jamesasher4994?source=collection_archive---------13-----------------------,,0
therese-paoletta,Therese Paoletta,https://towardsdatascience.com/@therese-paoletta?source=collection_archive---------14-----------------------,,0
nathancheng-data,Nathan Cheng,https://towardsdatascience.com/@nathancheng-data?source=collection_archive---------13-----------------------,,0
svenharris,Sven Harris,https://towardsdatascience.com/@svenharris?source=collection_archive---------5-----------------------,,0
benjamin-lowe,Benjamin Lowe,https://towardsdatascience.com/@benjamin-lowe?source=collection_archive---------6-----------------------,,0
luca-picci,Luca Piccinelli,https://towardsdatascience.com/@luca-picci?source=collection_archive---------4-----------------------,"I’m a programmer. I love programming, any language, any paradigm",196
maxsteele731,Max Steele (they/them),https://towardsdatascience.com/@maxsteele731?source=collection_archive---------17-----------------------,,0
jmg764,Jonathan Glaser,https://towardsdatascience.com/@jmg764?source=collection_archive---------25-----------------------,,0
varund,Varun Dutt,https://towardsdatascience.com/@varund?source=collection_archive---------14-----------------------,,0
scao.math,Shuhao Cao,https://towardsdatascience.com/@scao.math?source=collection_archive---------20-----------------------,An amateur computational mathematician,7
chiaraledesma,Chiara Ledesma,https://towardsdatascience.com/@chiaraledesma?source=collection_archive---------6-----------------------,"Machine learning at Thinking Machines | Manila, Philippines",8
btribonde,Brian Tribondeau,https://towardsdatascience.com/@btribonde?source=collection_archive---------7-----------------------,,0
kristiyanto_,Daniel Kristiyanto,https://towardsdatascience.com/@kristiyanto_?source=collection_archive---------21-----------------------,Data Scientist at KenSci. ,8
giannistolios,Giannis Tolios,https://towardsdatascience.com/@giannistolios?source=collection_archive---------5-----------------------,"A data scientist who is interested in politics, science, music and acquiring knowledge about random things.",60
spmvg,Steven van Gemert,https://towardsdatascience.com/@spmvg?source=collection_archive---------26-----------------------,,0
shashank.deshpande_17498,Shashank Deshpande,https://towardsdatascience.com/@shashank.deshpande_17498?source=collection_archive---------19-----------------------,"Co-founder and Lead AI/ML scientist for Innotescus. Master’s from CMU. Research interests in Object detection and tracking, Image segmentation, and EDA.",2
alacreme,Shu Ishida,https://towardsdatascience.com/@alacreme?source=collection_archive---------9-----------------------,,0
peerchristensen,Peer Christensen,https://towardsdatascience.com/@peerchristensen?source=collection_archive---------8-----------------------,,0
cookjack248,Jack C,https://towardsdatascience.com/@cookjack248?source=collection_archive---------7-----------------------,Data Scientist in the world of Finance who enjoys making things simple,35
danielbaker-190,Dan Baker,https://towardsdatascience.com/@danielbaker-190?source=collection_archive---------16-----------------------,Just another data scientist.,29
hussain-iqbal,Iqbal Hussain,https://towardsdatascience.com/@hussain-iqbal?source=collection_archive---------25-----------------------,,0
sheelc,Sheel Choksi,https://towardsdatascience.com/@sheelc?source=collection_archive---------10-----------------------,,0
sjosh90,Sumit Joshi,https://towardsdatascience.com/@sjosh90?source=collection_archive---------23-----------------------,,0
chris-subia-waud,Chris Subia-Waud,https://towardsdatascience.com/@chris-subia-waud?source=collection_archive---------25-----------------------,,0
fraser-lewis,Fraser Lewis,https://towardsdatascience.com/@fraser-lewis?source=collection_archive---------4-----------------------,,0
federicomannucci_31459,Federico Mannucci,https://towardsdatascience.com/@federicomannucci_31459?source=collection_archive---------0-----------------------,"Software Engineer in Italy, I love traveling and cooking.",223
kevinbanfield,Kevin Banfield,https://towardsdatascience.com/@kevinbanfield?source=collection_archive---------5-----------------------,,0
amitnikhade,Amit Nikhade,https://towardsdatascience.com/@amitnikhade?source=collection_archive---------29-----------------------,,0
prathibhaperera95,Prathibha Perera,https://towardsdatascience.com/@prathibhaperera95?source=collection_archive---------28-----------------------,"Final Year Undergraduate at Faculty of Information Technology, University of Moratuwa. Tech enthusiast and Dedicated.",15
ninahristozova,Nina Hristozova,https://towardsdatascience.com/@ninahristozova?source=collection_archive---------13-----------------------,,0
morgensh,Gabriela Morgenshtern,https://towardsdatascience.com/@morgensh?source=collection_archive---------12-----------------------,,0
rafavsbastos,Rafael Valdece Sousa Bastos,https://towardsdatascience.com/@rafavsbastos?source=collection_archive---------26-----------------------,,0
coryroyce,Cory Randolph,https://towardsdatascience.com/@coryroyce?source=collection_archive---------9-----------------------,,0
mason-landry,Mason Landry,https://towardsdatascience.com/@mason-landry?source=collection_archive---------15-----------------------,,0
skanelo,Stefanos Kanellopoulos,https://towardsdatascience.com/@skanelo?source=collection_archive---------32-----------------------,,0
threnjen,Jen Wadkins,https://towardsdatascience.com/@threnjen?source=collection_archive---------28-----------------------,,0
audiracm1ch3ll3,Michelle Audirac,https://towardsdatascience.com/@audiracm1ch3ll3?source=collection_archive---------13-----------------------,,0
badr-moufad,Badr MOUFAD,https://towardsdatascience.com/@badr-moufad?source=collection_archive---------27-----------------------,,0
amitgupta01,Amit Gupta,https://towardsdatascience.com/@amitgupta01?source=collection_archive---------28-----------------------,,0
cyril-godart,Cyril Godart,https://towardsdatascience.com/@cyril-godart?source=collection_archive---------29-----------------------,,0
eugene-c-tang,Eugene Tang,https://towardsdatascience.com/@eugene-c-tang?source=collection_archive---------27-----------------------,,0
maw-ferrari,Maw Ferrari,https://towardsdatascience.com/@maw-ferrari?source=collection_archive---------28-----------------------,Data freelance. Data literacy evangelist. Math & music hobbyist.,0
karimfanous,Karim Fanous,https://towardsdatascience.com/@karimfanous?source=collection_archive---------29-----------------------,,0
misbah-uddin,Misbah Uddin,https://towardsdatascience.com/@misbah-uddin?source=collection_archive---------29-----------------------,"Engineering Manager: AI, Analytics and Data @H&M. Opening little boxes, one at a time",30
kivancus,Kivanc Uslu,https://towardsdatascience.com/@kivancus?source=collection_archive---------11-----------------------,Technical and business thought leader on customer solutions. Open Group Distinguished Certified IT Architect.,4
robin173,Robin Watteaux,https://towardsdatascience.com/@robin173?source=collection_archive---------16-----------------------,"Co-Founder of analytics agency 173TECH, helping startups grow by leveraging data. Love new challenges and talking data :)",52
chaneldiggs,Chaneldiggs,https://towardsdatascience.com/@chaneldiggs?source=collection_archive---------35-----------------------,,0
trrhodes,Ross Rhodes,https://towardsdatascience.com/@trrhodes?source=collection_archive---------22-----------------------,,0
pravinmj-cs,Pravin M J,https://towardsdatascience.com/@pravinmj-cs?source=collection_archive---------32-----------------------,,0
iqbalali,Iqbal Ali,https://towardsdatascience.com/@iqbalali?source=collection_archive---------16-----------------------,,0
trinchetto,Marco Trincavelli,https://towardsdatascience.com/@trinchetto?source=collection_archive---------16-----------------------,,0
durgiachandan,Chandan Durgia,https://towardsdatascience.com/@durgiachandan?source=collection_archive---------30-----------------------,,0
icecubes,Christine Winter,https://towardsdatascience.com/@icecubes?source=collection_archive---------31-----------------------,,0
mananaisaengsuwan,Mananai Saengsuwan,https://towardsdatascience.com/@mananaisaengsuwan?source=collection_archive---------13-----------------------,,0
borislitvak,Boris Litvak,https://towardsdatascience.com/@borislitvak?source=collection_archive---------2-----------------------,"System & SW Architect, Certified AWS SA",26
lakshmi1212,Lakshmi Ajay,https://towardsdatascience.com/@lakshmi1212?source=collection_archive---------34-----------------------,,0
david_yoo,David Yoo,https://towardsdatascience.com/@david_yoo?source=collection_archive---------19-----------------------,Data Scientist,6
graus,David Graus,https://towardsdatascience.com/@graus?source=collection_archive---------15-----------------------,,0
deceitfuldata,Riley Howsden,https://towardsdatascience.com/@deceitfuldata?source=collection_archive---------21-----------------------,,0
bartekskorulski,Bartek Skorulski,https://towardsdatascience.com/@bartekskorulski?source=collection_archive---------4-----------------------,"Senior Data Scientist | AI Enablement Team Lead, Koa Health",17
beetz-johannes,Johannes Beetz,https://towardsdatascience.com/@beetz-johannes?source=collection_archive---------11-----------------------,,0
alexmryzhkov,Alexander Ryzhkov,https://towardsdatascience.com/@alexmryzhkov?source=collection_archive---------12-----------------------,,0
wangxiaoyuan,Wang Xiaoyuan,https://towardsdatascience.com/@wangxiaoyuan?source=collection_archive---------32-----------------------,,0
unailansoleaga,Unai López Ansoleaga,https://towardsdatascience.com/@unailansoleaga?source=collection_archive---------35-----------------------,,0
kojvitalij,Vitalii Kozhukhivskyi,https://towardsdatascience.com/@kojvitalij?source=collection_archive---------24-----------------------,A software engineer on a path towards using Data Science as a superpower in medical field to improve people’s health and well-being.,0
pyshark,Misha Sv,https://towardsdatascience.com/@pyshark?source=collection_archive---------35-----------------------,,0
KrisLintonReid,Kris Linton-Reid,https://towardsdatascience.com/@KrisLintonReid?source=collection_archive---------36-----------------------,PhD Student @ CancerImagingICL,17
gabrielhermsen,Gabriel Hermsen,https://towardsdatascience.com/@gabrielhermsen?source=collection_archive---------35-----------------------,,0
hleee,Henson Lee,https://towardsdatascience.com/@hleee?source=collection_archive---------37-----------------------,,0
stewartdustin,Dustin Stewart,https://towardsdatascience.com/@stewartdustin?source=collection_archive---------17-----------------------,,0
snehalmistry,Snehal Mistry,https://towardsdatascience.com/@snehalmistry?source=collection_archive---------19-----------------------,,0
saloni-mishra,Saloni Mishra,https://towardsdatascience.com/@saloni-mishra?source=collection_archive---------35-----------------------,,0
chrismingard,Chris Mingard,https://towardsdatascience.com/@chrismingard?source=collection_archive---------28-----------------------,,0
kblagoev,Kiril P. Blagoev,https://towardsdatascience.com/@kblagoev?source=collection_archive---------21-----------------------,,0
ortegatron,Marcelo Ortega,https://towardsdatascience.com/@ortegatron?source=collection_archive---------25-----------------------,,0
remko-de-lange,Remko de Lange,https://towardsdatascience.com/@remko-de-lange?source=collection_archive---------26-----------------------,Cloud Solution Architect Geospatial Data and AI @ Microsoft,19
the-elvis,Elvis Dieguez,https://towardsdatascience.com/@the-elvis?source=collection_archive---------24-----------------------,,0
jparthasarthy,Jay Parthasarthy,https://towardsdatascience.com/@jparthasarthy?source=collection_archive---------25-----------------------,,0
abhishekbose550,Abhishek Bose,https://towardsdatascience.com/@abhishekbose550?source=collection_archive---------37-----------------------,Engineering at NAYAN Technologies. On a quest for technology.,0
lomarar,Lauren Marar,https://towardsdatascience.com/@lomarar?source=collection_archive---------38-----------------------,,0
katerinaschenke,"Katerina Schenke, PhD",https://towardsdatascience.com/@katerinaschenke?source=collection_archive---------38-----------------------,,0
abhishek1987,Abhishek Gupta,https://towardsdatascience.com/@abhishek1987?source=collection_archive---------39-----------------------,SE #machinelearning @Microsoft | Founder @mtlaiethics | #AI #Ethics researcher @mcgillu | @mcgillu grad #deeplearning,197
ruchideshpande,Ruchi Deshpande,https://towardsdatascience.com/@ruchideshpande?source=collection_archive---------20-----------------------,,0
romain-picard,Romain Picard,https://towardsdatascience.com/@romain-picard?source=collection_archive---------22-----------------------,,0
deepika-vijay,Deepika Vijay,https://towardsdatascience.com/@deepika-vijay?source=collection_archive---------15-----------------------,,0
yeqiuu,Liam Isaacs,https://towardsdatascience.com/@yeqiuu?source=collection_archive---------19-----------------------,"Data Scientist @ 100 co, ",0
i-rakshitpujari,Rakshit Pujari,https://towardsdatascience.com/@i-rakshitpujari?source=collection_archive---------27-----------------------,,0
kishoregopalan,Kishore Gopalan,https://towardsdatascience.com/@kishoregopalan?source=collection_archive---------26-----------------------,,0
mikekeith52,Michael Keith,https://towardsdatascience.com/@mikekeith52?source=collection_archive---------23-----------------------,"I am a Data Scientist for the Utah Department of Health. My specialties mainly lie in forecasting time series, but I like to dabble in a little bit of everything. I was previously employed by Disney in Orlando, FL and Mather Economics in Atlanta, GA. I am a Towards Data Science author.",9
lsferbach,Louise Ferbach,https://towardsdatascience.com/@lsferbach?source=collection_archive---------10-----------------------,,0
sharvari-dhote,Sharvari Dhote,https://towardsdatascience.com/@sharvari-dhote?source=collection_archive---------35-----------------------,,0
derekjhanson,Derek J. Hanson,https://towardsdatascience.com/@derekjhanson?source=collection_archive---------26-----------------------,,0
shaileydash,Shailey Dash,https://towardsdatascience.com/@shaileydash?source=collection_archive---------27-----------------------,,0
lukacs-mark,Mark Lukacs,https://towardsdatascience.com/@lukacs-mark?source=collection_archive---------30-----------------------,,0
singhpr,Prateek Singh,https://towardsdatascience.com/@singhpr?source=collection_archive---------24-----------------------,,0
magdaline-frank,Magdaline Frank,https://towardsdatascience.com/@magdaline-frank?source=collection_archive---------29-----------------------,,0
urialmog,Uri Almog,https://towardsdatascience.com/@urialmog?source=collection_archive---------11-----------------------,,0
jbcharraud,jean-baptiste charraud,https://towardsdatascience.com/@jbcharraud?source=collection_archive---------12-----------------------,,0
verlyn.fischer,Verlyn Fischer,https://towardsdatascience.com/@verlyn.fischer?source=collection_archive---------19-----------------------,"A software product manager, innovator, and technologist that manages machine learning engineers and data scientists to envision and deliver AI SaaS products.",2
larocque-marceric,Marc-Eric LaRocque,https://towardsdatascience.com/@larocque-marceric?source=collection_archive---------33-----------------------,,0
ldnicolasmay,L. D. Nicolas May,https://towardsdatascience.com/@ldnicolasmay?source=collection_archive---------26-----------------------,,0
ziatdinovmax,Maxim Ziatdinov,https://towardsdatascience.com/@ziatdinovmax?source=collection_archive---------27-----------------------,,0
harryroper96,Harry Roper,https://towardsdatascience.com/@harryroper96?source=collection_archive---------22-----------------------,,0
barbara-prkacin,Barbara Prkacin,https://towardsdatascience.com/@barbara-prkacin?source=collection_archive---------24-----------------------,,0
sunayanag,Sunayana Ghosh,https://towardsdatascience.com/@sunayanag?source=collection_archive---------25-----------------------,Applied Mathematician | Sotware Developer | Data Scientist,11
mike-w-casale,Mike Casale,https://towardsdatascience.com/@mike-w-casale?source=collection_archive---------40-----------------------,,0
ayacancode,Aya Spencer,https://towardsdatascience.com/@ayacancode?source=collection_archive---------41-----------------------,,0
wmmarcellino-44549,William Marcellino,https://towardsdatascience.com/@wmmarcellino-44549?source=collection_archive---------42-----------------------,,0
ismaelkg,Ismael Kherroubi Garcia,https://towardsdatascience.com/@ismaelkg?source=collection_archive---------19-----------------------,,0
zisisflokas,Zisis Flokas,https://towardsdatascience.com/@zisisflokas?source=collection_archive---------20-----------------------,,0
serafim-petrov,Serafim Petrov,https://towardsdatascience.com/@serafim-petrov?source=collection_archive---------28-----------------------,"Data Analytics in R and Python, Machine Learning, Management, Innovations, Mathematics, Chess, Kafka, Joyce, Stravinsky, Rossini, Bubble Tea and Ice Cream",11
daniel-mesquita,Daniel Américo Mesquita,https://towardsdatascience.com/@daniel-mesquita?source=collection_archive---------46-----------------------,,0
riccardovincenzovincelli,Riccardo Vincenzo Vincelli,https://towardsdatascience.com/@riccardovincenzovincelli?source=collection_archive---------22-----------------------,"I work as an independent consultant on all things computer, data and math.",19
aero-data-science,Ashraf Miah,https://towardsdatascience.com/@aero-data-science?source=collection_archive---------23-----------------------,,0
sameehaafr,Sameeha Afrulbasha,https://towardsdatascience.com/@sameehaafr?source=collection_archive---------24-----------------------,,0
jesko-rehberg,Jesko Rehberg,https://towardsdatascience.com/@jesko-rehberg?source=collection_archive---------30-----------------------,,0
hsinhinlim,Hsin Hin Lim,https://towardsdatascience.com/@hsinhinlim?source=collection_archive---------31-----------------------,,0
walker-payne,Walker Payne,https://towardsdatascience.com/@walker-payne?source=collection_archive---------35-----------------------,,0
